ID,p_val,log2FC,pct.1,pct.2,Pvalue,,,,
Tpm3,0.000373825,0.102576079,1,1,1,,,,
Gm15704,0.006322818,0.102551684,0.026,0.013,1,,,,
Arl1,3.80E-07,0.10243917,0.986,0.976,0.008393922,,,,
Sf3b5,9.95E-05,0.102436193,0.998,0.995,1,,,,
Col1a1,2.05E-06,0.102388809,0.122,0.073,0.045406266,,,,
Tap2,0.019187675,0.102162367,0.074,0.056,1,,,,
Ctnnd1,6.49E-05,0.10207616,0.993,0.988,1,,,,
Tsc22d2,0.028576385,0.102065424,0.96,0.948,1,,,,
Tmem67,0.000301582,0.10202708,0.038,0.018,1,,,,
Pank2,0.001318402,0.102006254,0.652,0.61,1,,,,
Cwc15,4.70E-06,0.101866495,0.998,0.997,0.104000855,,,,
Sdf2,2.80E-09,0.101851391,0.83,0.741,6.19E-05,,,,
Eid1,0.002666672,0.101842725,1,1,1,,,,
Mphosph6,6.97E-09,0.101840312,0.177,0.105,0.000154139,,,,
Ccnc,0.015690588,0.101824171,0.112,0.089,1,,,,
Prune2,0.000199296,0.101630768,0.055,0.03,1,,,,
Dppa3,2.55E-06,0.101521138,0.031,0.008,0.056462973,,,,
Tmem56,6.46E-20,0.101494317,0.862,0.727,1.43E-15,,,,
Togaram1,2.85E-06,0.101465989,0.735,0.67,0.063067849,,,,
Hs6st1,0.011532042,0.101354618,0.101,0.077,1,,,,
Syce2,0.001571527,0.101332436,0.095,0.066,1,,,,
Galnt9,3.52E-07,0.101306209,0.026,0.004,0.007786614,,,,
Tomm40,1.01E-07,0.101186924,0.994,0.99,0.002230418,,,,
Nup54,0.008177118,0.101172434,0.118,0.093,1,,,,
Gm35330,0.01106816,0.101135696,0.064,0.046,1,,,,
Tlk1,4.09E-07,0.101007477,0.995,0.988,0.009052905,,,,
Mbtd1,0.000567775,0.101001268,0.98,0.972,1,,,,
Klf12,1.27E-10,0.100944818,0.252,0.162,2.82E-06,,,,
Phip,0.016874327,0.100775196,0.978,0.979,1,,,,
Ccdc58,8.61E-08,0.100745531,0.942,0.871,0.00190337,,,,
Cirbp,4.00E-07,0.100636117,0.814,0.741,0.0088434,,,,
Gmeb1,0.088272185,0.100577569,0.104,0.089,1,,,,
Gnl3,2.61E-05,0.100518485,0.986,0.983,0.577720669,,,,
Parvb,0.000858585,0.100483694,0.916,0.919,1,,,,
Fars2,0.003444965,0.100353849,0.982,0.973,1,,,,
Eif2ak2,0.018069433,0.100334088,0.676,0.668,1,,,,
Fkbp15,0.01834158,0.100333409,0.361,0.321,1,,,,
Ggps1,4.61E-05,0.100295332,0.894,0.855,1,,,,
Leng8,0.025909171,0.100246399,0.099,0.079,1,,,,
Mtif2,0.000296693,0.100246069,0.698,0.652,1,,,,
Arpc2,0.001768582,0.100209337,1,1,1,,,,
B4galt6,0.906893138,0.100175747,0.277,0.286,1,,,,
Gm14051,0.000985658,0.100163372,0.046,0.026,1,,,,
Naa25,0.005201135,0.100128685,0.208,0.174,1,,,,
Hipk3,2.84E-06,0.100103811,0.793,0.723,0.062751795,,,,
Rab21,0.000318777,0.100070771,0.984,0.964,1,,,,
Il1rap,0.010991056,0.099896436,0.106,0.082,1,,,,
Sema3c,0.384257929,0.099668654,0.028,0.024,1,,,,
Ino80d,0.000141591,0.099663459,0.921,0.895,1,,,,
Trim36,0.00874202,0.09961363,0.092,0.069,1,,,,
Lmnb1,0.05393795,0.099590843,0.94,0.945,1,,,,
Usp34,0.003063886,0.099589735,0.996,0.992,1,,,,
Usp33,5.69E-06,0.099568214,0.288,0.217,0.125798021,,,,
Magi3,0.001269423,0.099567745,0.697,0.659,1,,,,
Rasal2,0.00042058,0.099545825,0.239,0.191,1,,,,
Dnajc11,1.13E-06,0.099544767,0.396,0.309,0.024894688,,,,
Chd6,1.14E-05,0.099516637,0.989,0.982,0.251111462,,,,
Adam10,0.000287456,0.099506124,0.957,0.955,1,,,,
Rap1gds1,0.01894658,0.099452478,0.964,0.956,1,,,,
Ppp4r1,8.76E-07,0.099406302,0.894,0.828,0.019368764,,,,
Guca1a,3.68E-10,0.099268304,0.823,0.709,8.14E-06,,,,
Gar1,1.95E-12,0.099039906,0.861,0.77,4.31E-08,,,,
Trpm7,0.024824044,0.09903827,0.981,0.978,1,,,,
Tmem273,0.000997712,0.099020228,0.052,0.03,1,,,,
Ticam1,0.001358248,0.098947107,0.091,0.063,1,,,,
Snx27,0.003465744,0.09890192,0.91,0.896,1,,,,
Lamtor3,0.000105942,0.098852717,0.941,0.9,1,,,,
Bcar1,6.14E-14,0.098751739,0.114,0.043,1.36E-09,,,,
Gm16201,0.003231482,0.098631761,0.055,0.035,1,,,,
Cystm1,8.69E-11,0.09849229,0.981,0.977,1.92E-06,,,,
Gabarapl1,6.49E-07,0.098487663,0.985,0.989,0.014361439,,,,
Gpr157,0.000168468,0.098480785,0.046,0.023,1,,,,
Cd28,7.75E-05,0.098450328,0.025,0.007,1,,,,
Ogfrl1,0.043552872,0.098411119,0.172,0.149,1,,,,
Arhgap27os2,0.000195235,0.098372303,0.045,0.022,1,,,,
Hnrnpa2b1,0.005960135,0.098341029,1,1,1,,,,
Ssbp2,6.63E-08,0.098334671,0.895,0.837,0.001465838,,,,
Socs7,0.027922655,0.098324553,0.102,0.083,1,,,,
9430038I01Rik,0.010170349,0.098273681,0.134,0.108,1,,,,
Pex7,0.000282472,0.098225199,0.161,0.118,1,,,,
Gmds,0.077620487,0.098175997,0.984,0.976,1,,,,
G3bp1,0.011559359,0.09807828,0.998,0.997,1,,,,
Cttnbp2nl,0.000124375,0.097937673,0.322,0.254,1,,,,
Myo5a,0.112900514,0.097925007,1,0.999,1,,,,
Map2k3,0.000617255,0.097894005,0.97,0.973,1,,,,
Kdm3b,0.003752918,0.097846124,0.173,0.139,1,,,,
Taok3,0.030039057,0.097790708,0.967,0.962,1,,,,
Rnf144b,0.00019019,0.097762122,0.065,0.037,1,,,,
A330040F15Rik,0.000242838,0.097696476,0.072,0.043,1,,,,
Etnk1,0.000254473,0.097673266,0.969,0.966,1,,,,
Dennd4b,0.020188312,0.097667766,0.112,0.09,1,,,,
Tmem8,0.125208545,0.097659949,0.118,0.105,1,,,,
Nub1,0.000209481,0.097605075,0.962,0.947,1,,,,
Micu2,4.01E-07,0.097456368,0.865,0.791,0.008876423,,,,
Xpa,5.39E-06,0.097421306,0.303,0.234,0.119125824,,,,
Fam133b,0.245719182,0.097416427,0.985,0.98,1,,,,
Lmbrd1,0.01304388,0.097412278,0.979,0.973,1,,,,
Scyl3,0.036484309,0.097393616,0.077,0.061,1,,,,
Apobec3,0.038827007,0.097370667,0.131,0.109,1,,,,
Acadsb,0.000111134,0.097287982,0.126,0.086,1,,,,
Tmem30a,1.14E-09,0.097282504,0.99,0.983,2.52E-05,,,,
St7,0.008981812,0.09712546,0.896,0.866,1,,,,
Acox3,0.030730087,0.097028211,0.218,0.192,1,,,,
Llph,0.024803839,0.096997978,0.999,0.999,1,,,,
Entpd1,0.092656178,0.09692622,0.35,0.329,1,,,,
Gm37305,0.001319058,0.096921811,0.066,0.042,1,,,,
Socs2,5.80E-06,0.096875989,0.033,0.01,0.128218718,,,,
Brd1,9.18E-05,0.09687141,0.992,0.986,1,,,,
Lmna,0.008107607,0.096865828,1,1,1,,,,
Trf,0.229649302,0.096833374,0.995,0.993,1,,,,
Wdhd1,0.000826439,0.096728658,0.049,0.028,1,,,,
Capn2,0.026721857,0.096671429,0.959,0.964,1,,,,
Chmp1b,0.030957909,0.09666801,0.147,0.123,1,,,,
Il18rap,2.00E-05,0.096631324,0.028,0.008,0.441724878,,,,
Klf7,4.37E-09,0.096559685,0.705,0.528,9.66E-05,,,,
Otulinl,0.243089615,0.096525309,0.172,0.16,1,,,,
Ern1,0.002405213,0.096407139,0.927,0.906,1,,,,
Flii,1.01E-05,0.096346742,0.904,0.848,0.222795525,,,,
Fer,5.11E-08,0.096320062,0.373,0.282,0.00112952,,,,
Cmtm6,0.00030515,0.096315182,0.082,0.052,1,,,,
Slc39a11,0.552980099,0.096311498,0.244,0.246,1,,,,
8030462N17Rik,0.204007575,0.096073159,0.133,0.121,1,,,,
Rnf138,0.005415707,0.096055661,0.127,0.098,1,,,,
Actg1,0.588498713,0.095958395,1,1,1,,,,
Rasa1,0.00036252,0.095926012,0.955,0.942,1,,,,
Cnot1,0.020571987,0.095909618,0.99,0.992,1,,,,
Gadd45a,0.479510974,0.095830536,0.145,0.138,1,,,,
Exoc4,0.098759962,0.095766336,0.998,0.998,1,,,,
Gopc,6.44E-06,0.095687623,0.136,0.087,0.142399108,,,,
Cyp4f18,0.137343599,0.095650345,0.197,0.18,1,,,,
Itch,0.014351559,0.095576024,0.958,0.957,1,,,,
Glce,0.004108933,0.095574078,0.059,0.039,1,,,,
Pcid2,0.000894982,0.095533544,0.09,0.061,1,,,,
Sh3bp2,0.116585415,0.095496927,0.154,0.139,1,,,,
4930471E19Rik,7.87E-05,0.09547677,0.035,0.014,1,,,,
Anapc4,4.95E-07,0.09547575,0.82,0.752,0.01095217,,,,
Ube2q2,3.59E-05,0.095450872,0.904,0.828,0.793850341,,,,
Slc35e4,0.033202027,0.095426208,0.097,0.079,1,,,,
Ak4,5.48E-07,0.09533599,0.132,0.079,0.012113656,,,,
Elf4,0.233878441,0.095255188,0.243,0.232,1,,,,
Cdk17,5.29E-05,0.095233196,0.912,0.85,1,,,,
Vopp1,0.006469721,0.095169188,0.056,0.037,1,,,,
Klhl3,2.71E-05,0.095122519,0.024,0.006,0.598824336,,,,
Plcl2,0.375596518,0.095109678,0.387,0.387,1,,,,
St7l,0.000192208,0.095044894,0.185,0.139,1,,,,
Pfkfb4,0.006798767,0.094959968,0.105,0.079,1,,,,
Tet3,0.169613514,0.094898146,0.981,0.971,1,,,,
Exoc6b,0.000887817,0.094885583,0.988,0.985,1,,,,
Tbc1d2,0.010825807,0.094883775,0.048,0.032,1,,,,
Zfp1,2.97E-05,0.094805567,0.169,0.119,0.657065357,,,,
Adap2,0.18364582,0.094713864,0.337,0.323,1,,,,
Gm20732,0.065481801,0.094693261,0.178,0.158,1,,,,
Blzf1,0.00112689,0.094691586,0.093,0.064,1,,,,
Pkib,0.072512011,0.09466738,0.426,0.407,1,,,,
Dnaja2,0.129665355,0.094624935,0.998,0.999,1,,,,
Dnajc13,0.011245916,0.094554508,0.972,0.966,1,,,,
Ankib1,0.006508661,0.094491976,0.97,0.956,1,,,,
Lrp6,2.28E-09,0.094484864,0.989,0.985,5.05E-05,,,,
Gm10634,0.00067394,0.094484864,0.04,0.02,1,,,,
Kat6a,0.001240183,0.094458045,0.919,0.885,1,,,,
Kidins220,0.012823485,0.094321351,0.977,0.974,1,,,,
Plpbp,0.013844763,0.094290155,0.894,0.892,1,,,,
Gfpt1,0.01351142,0.094178612,0.989,0.989,1,,,,
Hibadh,0.004211131,0.094136275,0.965,0.955,1,,,,
Sphk1,0.001990601,0.09406883,0.047,0.028,1,,,,
Tns1,0.106188559,0.093919157,0.163,0.146,1,,,,
Ube2e2,3.73E-15,0.093795235,0.984,0.983,8.24E-11,,,,
Eri1,0.004606331,0.093753488,0.817,0.788,1,,,,
Bicral,0.160537105,0.093689553,0.159,0.145,1,,,,
Sipa1l3,0.003838771,0.093669179,0.828,0.79,1,,,,
Efcab14,0.013624783,0.093591767,0.438,0.399,1,,,,
Rhobtb1,0.001172214,0.093547724,0.051,0.03,1,,,,
Prcp,0.041690974,0.093450066,0.203,0.178,1,,,,
Mapre1,0.002263469,0.093361182,0.997,0.995,1,,,,
Lpar6,0.002486757,0.093307154,0.068,0.045,1,,,,
Efhd2,0.002973471,0.093286066,0.987,0.972,1,,,,
Fgd3,0.163555355,0.093189213,0.137,0.123,1,,,,
Washc3,0.006296878,0.093045136,0.133,0.104,1,,,,
Oas1g,0.007464165,0.093001482,0.073,0.052,1,,,,
Srpr,8.00E-05,0.092987968,0.983,0.981,1,,,,
Ahcyl1,0.014766032,0.092858312,0.966,0.959,1,,,,
Gas2l1,0.073228345,0.092840567,0.131,0.114,1,,,,
Hopx,0.000116597,0.092823159,0.041,0.019,1,,,,
Trim30b,0.000700848,0.09278027,0.033,0.015,1,,,,
Dcaf1,3.56E-06,0.092712424,0.706,0.634,0.078798833,,,,
Hist1h2an,0.00093929,0.092680618,0.019,0.006,1,,,,
Cltc,0.014318362,0.092674831,0.999,1,1,,,,
Olfr111,0.009108862,0.092642929,0.038,0.023,1,,,,
Ufl1,1.04E-05,0.092568002,0.661,0.592,0.230684783,,,,
Enthd1,8.88E-05,0.092559394,0.028,0.009,1,,,,
Pstpip2,0.840591089,0.09254706,0.245,0.247,1,,,,
Eed,4.45E-06,0.092490963,0.85,0.799,0.098378252,,,,
Dcun1d1,6.34E-06,0.092442388,0.81,0.738,0.140115596,,,,
Mrpl1,0.007497037,0.092408745,0.209,0.176,1,,,,
Gm26887,0.029216896,0.092367325,0.108,0.087,1,,,,
Vrk2,0.046052897,0.092283171,0.233,0.209,1,,,,
Tomm70a,8.10E-05,0.092183379,0.977,0.969,1,,,,
Samd13,0.002753316,0.09212543,0.027,0.013,1,,,,
Rab19,3.80E-08,0.092084331,0.028,0.003,0.000839643,,,,
Ddx58,0.054728465,0.092055792,0.136,0.116,1,,,,
Gm5150,0.74251359,0.092046013,0.142,0.141,1,,,,
Mrpl50,4.97E-11,0.092001118,0.687,0.568,1.10E-06,,,,
Gm7072,0.014353022,0.091979741,0.163,0.134,1,,,,
Med31,0.000115614,0.091960567,0.102,0.066,1,,,,
Rtf2,0.01922952,0.091917505,0.988,0.985,1,,,,
Tgoln1,1.70E-08,0.091812398,0.993,0.989,0.000375613,,,,
Gm16675,0.001325035,0.091796422,0.025,0.011,1,,,,
Saraf,1.93E-06,0.091794426,0.991,0.986,0.042783023,,,,
Hnrnpu,0.016337326,0.091736181,1,1,1,,,,
Smad1,9.03E-05,0.091696697,0.208,0.154,1,,,,
Nae1,2.35E-09,0.091452096,0.719,0.613,5.20E-05,,,,
Phf11a,0.001987034,0.091416377,0.064,0.04,1,,,,
Actn4,0.049878411,0.091271603,0.997,0.995,1,,,,
Rps6kb1,4.19E-05,0.091189695,0.987,0.983,0.927606529,,,,
Hsf2,0.172495679,0.091158314,0.094,0.083,1,,,,
Nup153,0.000169817,0.091136151,0.938,0.904,1,,,,
Riok1,3.94E-06,0.090952326,0.86,0.809,0.087020284,,,,
Slc35f5,0.02936736,0.090942027,0.086,0.068,1,,,,
Eif2a,9.48E-06,0.09090941,0.922,0.887,0.209565625,,,,
Casp7,0.002693993,0.090904626,0.065,0.043,1,,,,
Ubn2,0.002929415,0.090890396,0.995,0.996,1,,,,
Lcor,0.010500123,0.090837087,0.97,0.956,1,,,,
Arfgap3,0.010390638,0.090801018,0.139,0.111,1,,,,
Irf4,4.25E-05,0.09060629,0.027,0.008,0.939845166,,,,
1810037I17Rik,1.10E-06,0.090582201,0.991,0.986,0.024422927,,,,
1600014C10Rik,0.002161196,0.090559004,0.098,0.07,1,,,,
Wdr91,0.382772247,0.09053567,0.241,0.237,1,,,,
Glg1,1.68E-05,0.090510808,0.998,0.995,0.370645187,,,,
Epm2aip1,0.036385258,0.090499155,0.068,0.052,1,,,,
Golga5,0.013120674,0.090465513,0.154,0.127,1,,,,
Dhdds,0.479280342,0.090465513,0.128,0.124,1,,,,
4933417E11Rik,3.74E-09,0.090436313,0.023,0,8.27E-05,,,,
Piga,0.002828525,0.090426286,0.045,0.027,1,,,,
Apmap,0.006977975,0.090418477,0.071,0.05,1,,,,
Pdk3,4.66E-08,0.09038412,0.92,0.862,0.001029774,,,,
Vps45,0.011409421,0.090335609,0.096,0.074,1,,,,
Gm26885,0.036599703,0.0903303,0.097,0.078,1,,,,
Tmem87a,0.009125008,0.090326084,0.196,0.163,1,,,,
Cdc27,0.000114922,0.090298482,0.949,0.93,1,,,,
Mthfd2l,0.000101263,0.090260278,0.032,0.012,1,,,,
Gm27008,0.000703215,0.090260278,0.056,0.032,1,,,,
Sesn1,0.174944119,0.090260278,0.165,0.15,1,,,,
Serpinb2,0.02353302,0.090191932,0.057,0.041,1,,,,
Sun1,0.075600892,0.090182716,0.08,0.066,1,,,,
Pde7a,0.002919043,0.090182578,0.95,0.947,1,,,,
Gm15446,0.000350518,0.090175496,0.039,0.019,1,,,,
Lin7c,1.91E-07,0.090173303,0.855,0.776,0.00422516,,,,
Tifab,0.022096588,0.090056924,0.121,0.097,1,,,,
Gcnt1,0.052916358,0.090034522,0.08,0.064,1,,,,
Lnx2,0.140150096,0.090023945,0.063,0.052,1,,,,
Mllt10,4.68E-06,0.089933871,0.992,0.992,0.103551215,,,,
Oip5os1,4.01E-10,0.089889834,0.988,0.977,8.88E-06,,,,
Dgkg,0.007269429,0.089846484,0.034,0.019,1,,,,
Sgk3,6.59E-05,0.089748942,0.812,0.748,1,,,,
Ahctf1,0.003795836,0.089743361,0.908,0.895,1,,,,
Ikzf3,0.011850051,0.089490088,0.017,0.007,1,,,,
Ifnar2,0.006374267,0.089449574,0.998,0.987,1,,,,
Sin3a,1.44E-06,0.089434432,0.359,0.278,0.031857401,,,,
Reps2,0.001348546,0.089420379,0.035,0.017,1,,,,
Il1rl2,0.000373201,0.089413874,0.037,0.017,1,,,,
AW011738,0.04072389,0.08936,0.04,0.028,1,,,,
Zfp182,0.02581926,0.089238694,0.086,0.067,1,,,,
Insl6,0.014533258,0.089073949,0.069,0.05,1,,,,
Mapkap1,0.348175218,0.089046684,0.985,0.979,1,,,,
Ppp6r3,0.001746494,0.089015644,0.958,0.948,1,,,,
Mbip,0.075442288,0.088987829,0.092,0.077,1,,,,
Zdhhc5,0.000697989,0.088951806,0.493,0.44,1,,,,
Zfp407,0.03669822,0.088910382,0.92,0.887,1,,,,
Pfkl,4.80E-06,0.088863922,0.998,0.996,0.10609263,,,,
Atxn2l,2.80E-07,0.088765017,0.59,0.494,0.006185638,,,,
Gask1b,0.001721398,0.088757732,0.948,0.94,1,,,,
Fam222b,0.042864141,0.088738849,0.168,0.146,1,,,,
Maco1,4.42E-05,0.088732983,0.906,0.868,0.977511326,,,,
Dnajc25,0.000717844,0.088719055,0.517,0.462,1,,,,
Golga7,2.33E-05,0.088698528,0.938,0.902,0.515026033,,,,
Itga4,8.93E-31,0.088552947,0.678,0.403,1.98E-26,,,,
Asb3,0.132434906,0.088544338,0.094,0.081,1,,,,
Gucd1,0.01880331,0.088508464,0.083,0.063,1,,,,
Rab22a,0.000121071,0.088463512,0.927,0.892,1,,,,
Nxf1,0.011779618,0.088436858,0.56,0.522,1,,,,
Gapvd1,0.103402544,0.088392107,0.995,0.989,1,,,,
Pcnp,4.56E-06,0.088367705,0.985,0.979,0.100813185,,,,
Maml1,0.033517301,0.088301425,0.106,0.087,1,,,,
Gpx3,2.44E-05,0.088241111,0.045,0.019,0.540549134,,,,
Slfn9,0.00443267,0.088195332,0.047,0.029,1,,,,
Ctss,0.17249454,0.088191513,0.998,0.942,1,,,,
Trak2,2.03E-07,0.088115787,0.86,0.785,0.004491249,,,,
Pakap.1,1.01E-09,0.08809623,0.996,0.999,2.24E-05,,,,
Tgfb3,0.000745173,0.088060489,0.047,0.026,1,,,,
Nup205,1.58E-09,0.087798761,0.882,0.809,3.50E-05,,,,
Dpy19l1,2.02E-05,0.087760892,0.692,0.624,0.446287266,,,,
Map4,0.000255262,0.087743483,0.998,0.995,1,,,,
Rmnd5a,0.023613814,0.087649065,0.968,0.955,1,,,,
Card11,0.007461532,0.087604909,0.034,0.019,1,,,,
Pfdn4,6.79E-09,0.08753995,0.894,0.809,0.000150256,,,,
Map3k12,0.292230057,0.087486224,0.066,0.058,1,,,,
Rprd1a,0.079316139,0.087485723,0.097,0.081,1,,,,
Lcp1,0.091681316,0.087483049,0.816,0.752,1,,,,
Elf2,0.055194215,0.087461752,1,0.998,1,,,,
Rhoc,0.130755135,0.087400354,0.996,0.997,1,,,,
Eps15l1,6.00E-05,0.087359627,0.8,0.746,1,,,,
4930503L19Rik,0.076895546,0.087332776,0.085,0.07,1,,,,
Ppif,2.94E-05,0.08727642,0.101,0.062,0.650172945,,,,
Mtpap,0.092515817,0.087223396,0.12,0.105,1,,,,
Ier5l,0.0001748,0.087218756,0.042,0.02,1,,,,
Gm19684,0.008411325,0.087217851,0.058,0.039,1,,,,
Osbpl11,0.003992248,0.0870073,0.298,0.25,1,,,,
Med1,0.000947246,0.086989389,0.947,0.938,1,,,,
2610037D02Rik,0.059813935,0.086927648,0.091,0.074,1,,,,
Zfp715,0.008610255,0.086848618,0.069,0.049,1,,,,
Lmbrd2,0.000169938,0.08683595,0.185,0.137,1,,,,
Strada,0.014733492,0.086834804,0.087,0.066,1,,,,
Gan,0.006542791,0.086761703,0.078,0.056,1,,,,
Dhx30,1.03E-07,0.086755385,0.762,0.682,0.002271515,,,,
Agps,0.006739825,0.086677164,0.969,0.956,1,,,,
Gid8,0.016320116,0.086557987,0.11,0.087,1,,,,
Susd6,0.001170426,0.086556706,0.952,0.874,1,,,,
Rab11a,0.062420528,0.086553102,0.998,0.991,1,,,,
Med14,0.06188173,0.086520256,0.11,0.092,1,,,,
Ube4a,0.000268204,0.086497555,0.242,0.188,1,,,,
Rtn3,0.088453361,0.086482461,0.998,0.994,1,,,,
Hyal1,0.102613214,0.086412063,0.119,0.104,1,,,,
Lamb1,1.53E-11,0.086399959,0.151,0.077,3.39E-07,,,,
Cwc22,0.040302858,0.086352424,0.152,0.13,1,,,,
Zfp451,2.58E-05,0.086339909,0.782,0.719,0.570825453,,,,
Gm10382,0.001854675,0.086336165,0.044,0.025,1,,,,
Spint1,9.32E-05,0.086332251,0.033,0.013,1,,,,
Wdfy1,0.003344624,0.086203234,0.998,0.998,1,,,,
Stx7,0.046415872,0.086021888,0.998,0.996,1,,,,
Dlg1,0.156286135,0.085986467,0.959,0.962,1,,,,
Il23a,0.001937443,0.085979027,0.027,0.012,1,,,,
Sms,0.080968583,0.085968302,0.942,0.961,1,,,,
Setd7,0.008567894,0.085955504,0.976,0.974,1,,,,
Gprasp1,0.014873792,0.085926556,0.075,0.056,1,,,,
Ap1g1,0.0206723,0.085918614,0.962,0.949,1,,,,
Rp2,0.055697333,0.085874131,0.176,0.154,1,,,,
Lcp2,0.070931645,0.085858491,0.325,0.301,1,,,,
Ttc7,0.150738232,0.085843611,0.217,0.2,1,,,,
Sel1l,0.070046517,0.085841607,0.969,0.972,1,,,,
Zfyve19,0.001233876,0.085681543,0.077,0.051,1,,,,
Gm15261,0.000922399,0.085623868,0.032,0.015,1,,,,
Stil,0.071932218,0.085559733,0.048,0.037,1,,,,
Nap1l4,0.010670478,0.085542619,0.99,0.981,1,,,,
Dclre1b,0.002609619,0.085509986,0.052,0.032,1,,,,
Zfp472,0.006945063,0.085505924,0.046,0.03,1,,,,
Pak2,0.004141896,0.085480041,0.999,0.995,1,,,,
Zfp869,0.044110697,0.085472388,0.147,0.124,1,,,,
Fbxo4,0.054446578,0.085423466,0.074,0.059,1,,,,
Zfp397,0.059899402,0.085405606,0.091,0.074,1,,,,
Gm30382,0.248894326,0.085307016,0.046,0.039,1,,,,
Usf3,0.430883004,0.085305234,0.106,0.1,1,,,,
Slc37a2,0.269787089,0.08525245,0.239,0.226,1,,,,
Fgfr1op,0.061615838,0.085154982,0.092,0.076,1,,,,
Rbl2,0.02183446,0.085139404,0.105,0.084,1,,,,
Gdap2,0.167559422,0.085106476,0.127,0.114,1,,,,
Brox,2.38E-05,0.084960613,0.251,0.185,0.52689474,,,,
Phf8,0.028236343,0.084958617,0.111,0.091,1,,,,
Mthfsl,0.085380223,0.084957329,0.149,0.132,1,,,,
Gm7854,0.000446572,0.084907684,0.023,0.008,1,,,,
AI839979,0.019483385,0.084842534,0.046,0.032,1,,,,
Tcf12,0.038122756,0.084694831,1,0.999,1,,,,
Hpf1,0.007194252,0.084687869,0.988,0.981,1,,,,
Eps15,0.050141733,0.084574407,0.231,0.203,1,,,,
Parp10,0.081816292,0.084546627,0.106,0.091,1,,,,
Stx18,0.033143059,0.084536719,0.924,0.932,1,,,,
Gm4221,0.002580184,0.084439481,0.052,0.032,1,,,,
Gm5149,0.257833924,0.084424597,0.055,0.048,1,,,,
Stx12,0.005868114,0.084272509,0.973,0.972,1,,,,
Mbtps2,0.144319754,0.084201463,0.072,0.061,1,,,,
Anpep,0.041236388,0.084001288,0.124,0.103,1,,,,
1500004A13Rik,0.051766588,0.083993204,0.032,0.021,1,,,,
Ppp2cb,1.08E-05,0.083914136,0.791,0.725,0.238595508,,,,
Ctnnal1,1.07E-06,0.083890212,0.465,0.382,0.02370958,,,,
Dcp2,0.213005423,0.083875433,0.121,0.11,1,,,,
Fermt3,0.019227633,0.083782234,0.412,0.377,1,,,,
Pold4,2.06E-05,0.083750098,0.922,0.851,0.455009131,,,,
Cyth4,0.109986109,0.083738053,0.4,0.387,1,,,,
Synj1,0.000460039,0.083715213,0.788,0.715,1,,,,
Fto,0.005495928,0.083593531,0.986,0.983,1,,,,
Cdkn2d,0.008516731,0.083582924,0.92,0.924,1,,,,
Irgm2,0.082184129,0.083554003,0.054,0.042,1,,,,
Zfp386,1.06E-06,0.083499989,0.669,0.589,0.023512522,,,,
Piwil2,0.036148037,0.083483868,0.05,0.036,1,,,,
Dync2h1,0.036537528,0.083475104,0.163,0.14,1,,,,
Rhobtb3,8.82E-08,0.083454624,0.355,0.268,0.001950633,,,,
Usp28,0.004284454,0.083349343,0.065,0.044,1,,,,
Epb41l4aos,1.65E-06,0.083340864,0.182,0.121,0.036469689,,,,
Fbxo42,0.025067481,0.083302223,0.948,0.943,1,,,,
Immp2l,0.00071877,0.083253889,0.905,0.857,1,,,,
Cbfa2t2,3.07E-07,0.083229133,0.868,0.781,0.006788553,,,,
Gm6209,1.18E-05,0.083202964,0.023,0.005,0.261048545,,,,
Cnbp,0.011465728,0.083170853,1,1,1,,,,
Cebpz,0.100204364,0.083170853,0.957,0.967,1,,,,
Mboat2,1.59E-20,0.083103191,0.981,0.978,3.53E-16,,,,
Edem3,0.159476322,0.083081145,0.121,0.107,1,,,,
Mrpl9,7.29E-08,0.083032679,0.719,0.63,0.001612506,,,,
Phf12,2.12E-07,0.082837355,0.783,0.692,0.004691171,,,,
Lekr1,0.095708551,0.082750801,0.059,0.048,1,,,,
Ipo7,0.000974154,0.082651053,0.975,0.974,1,,,,
Unc50,7.30E-05,0.082524629,0.134,0.091,1,,,,
Mbd1,0.045144084,0.082498469,0.1,0.082,1,,,,
Secisbp2,0.003113395,0.082408035,0.433,0.387,1,,,,
Srsf4,6.36E-05,0.082368608,0.74,0.685,1,,,,
Grhpr,3.47E-09,0.08233447,0.984,0.982,7.68E-05,,,,
Homer1,0.018146983,0.082282641,0.181,0.153,1,,,,
Dlgap4,0.0082263,0.082277916,0.962,0.959,1,,,,
Rbsn,8.99E-06,0.082267487,0.159,0.107,0.198750464,,,,
Focad,0.016786067,0.082257449,0.089,0.068,1,,,,
Larp1b,0.010646069,0.082239351,0.889,0.863,1,,,,
Ap3m1,6.38E-05,0.082188572,0.166,0.117,1,,,,
Cdk20,0.11839378,0.082186978,0.099,0.085,1,,,,
Cyp27a1,0.017053298,0.082151584,0.041,0.027,1,,,,
H2-DMb2,6.34E-06,0.082150276,0.015,0.001,0.140123749,,,,
Btk,0.321486053,0.08212925,0.157,0.147,1,,,,
2410004B18Rik,0.22452236,0.08208552,0.099,0.089,1,,,,
Ubr1,0.012882902,0.082080935,0.311,0.277,1,,,,
Zfand2a,0.476443662,0.082031585,0.29,0.281,1,,,,
2500002B13Rik,0.04447318,0.081998344,0.047,0.034,1,,,,
Pdp1,0.005276068,0.081947828,0.05,0.032,1,,,,
Slc9a3r1,0.122584577,0.081897526,0.852,0.867,1,,,,
