pathway	pval	padj	log2err	ES	NES	size	leadingEdge
LEIN_CHOROID_PLEXUS_MARKERS	0.11686143572621	0.250182185866021	0.166933848713193	0.22417230015905	1.36436796391433	28	Pltp Lgals3bp Pbxip1 Slc24a5 Tcn2 Lrp10 Rnaset2a Myo7a Atp6v0e Syne2 Ggh Itgb5 Fhad1 Ccnd3
LEIN_MEDULLA_MARKERS	0.232053422370618	0.390002828302043	0.11378726182188	0.199543593712278	1.21447157598065	28	Prdx1 Rassf4 Vegfb Anxa5 Ldlr Glrx3 Cd151 Ublcp1 Phlda3 Pikfyve Adgre5 Ufc1
LEIN_MIDBRAIN_MARKERS	0.754716981132076	0.820599161832257	0.051530912208539	0.146699996829497	0.752962963737805	19	Ptgds Zfhx3 Bnc2 Coprs Ublcp1 Phlda3 Pigt Aldoc Slc4a2 Hjurp Slc39a14 Mtmr2 Cers2 Tcf7l2 5031439G07Rik Hmga1
LEIN_OLIGODENDROCYTE_MARKERS	0.0153538637771625	0.0649497407328272	0.380730400722792	0.286945268714092	1.81828086146574	30	Ptgds Fabp5 Slc48a1 Eef2 Selenop Cryab Frmd4b Taldo1 Slc44a1 Sox10 Scd2 Plekhg3 Hmgcs1 Mbp
LEIN_PONS_MARKERS	0.166112956810631	0.317471037003795	0.137250779610133	0.232057839315209	1.3116502687235	23	Ahnak2 Rassf4 Tmem176a Calm3 Anxa5 S100b
LE_EGR2_TARGETS_DN	0.394805194805195	0.551311071932764	0.107972360317345	-0.126878065699302	-1.04238320382198	45	Cd9 Tiparp Rgcc Cdkn1a Fgl2 Lpl Errfi1 Ndrg1 Slc2a1 Pmp22 Pik3r1 Utrn
LE_EGR2_TARGETS_UP	0.343698854337152	0.504376636125654	0.0886261133285098	0.135127902386054	1.07650118128871	52	Marcksl1 Nav2 P2rx4 Marcks Cuedc2 Mki67 Ppp1r14b Cadm1 Nhp2 Tnfaip8 Birc5 Dnajc9 Top2a Tmx2 Ets1 Prc1 Incenp Cdca8 Mcm7 Jpt1 Hdac2 Cks1b Rrm1 Usp1 Pclaf Cotl1 Lsm2 Specc1 Rrm2 Cks2 Ezh2 Pspc1 Klf10
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_DN	0.897374701670644	0.921206081110616	0.0588438169595807	-0.127860131502628	-0.674953102325597	19	H3f3b S100a11 Arl4c Ifi205 Tut7 Fkbp5 Mapk8 Taf1d Lpin2 Rabggtb Map3k7
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_UP	0.108153078202995	0.237259492496198	0.173747838999571	0.247502192949152	1.41497391603185	24	Lyz2 Gng12 Tuba1a Pttg1 Itgb1bp1 Gba Fkbp11 Gtf3a Tmem183a Jkamp Tmem141 Saraf
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_SMALL_VS_HUGE_DN	0.81986143187067	0.870326387430891	0.0615706755421678	-0.145548860168522	-0.750821912903231	18	S100a6 S100a4 Dok2 Cyth1
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_SMALL_VS_HUGE_UP	0.575178997613365	0.692562466514052	0.0810802057550866	-0.1703969155732	-0.899497954845137	19	Ccr5 S100a11 Chil3 Ube2d3 Stx7 1700017B05Rik Scamp1 Tpm4 Itfg1 Clcn3 Mat2b Smim7 Eif4e Rxylt1 Lxn
LIAN_LIPA_TARGETS_3M	1.12348140629404e-07	1.14492968768692e-05	0.704975715167238	0.408030972846575	3.21311499885439	51	Saa3 Acp5 Ms4a7 Pla2g7 Clec4e Fcer1g Cfp Tnfaip2 Clec4d Ms4a6c Igsf6 Slc11a1 Ctsb Spic Mpeg1 Gpnmb Ly9 C1qa C1qc Slc15a3 C1qb
LIAN_LIPA_TARGETS_6M	1.33918663722699e-07	1.1547909387165e-05	0.690132458796796	0.37787542817567	3.24310264469835	60	Saa3 Acp5 Ms4a7 Dst Pla2g7 Clec4e Fcer1g Cfp Tnfaip2 Clec4d Ms4a6c Igsf6 Slc11a1 Pirb Ctsb Spic Mpeg1 Gpnmb Ly9 C1qa C1qc Slc15a3 C1qb
LIAN_NEUTROPHIL_GRANULE_CONSTITUENTS	0.000753385382578505	0.00721833345188465	0.477270815362862	0.496603028308098	2.26560490949078	15	Lyz2 Lcn2 Fpr1 Ctsd Ctsb Gusb Cybb
LIM_MAMMARY_LUMINAL_MATURE_DN	0.00667236838073655	0.0352817214849324	0.407017918923954	0.277939982816033	1.97566640008332	40	Lmo4 Map4k4 Apoe Fabp5 Cryab Aebp1 Fas Mertk Bace2 Meis2 Sox10 Rap2b Serpinh1 Sorbs1 Cald1 Dpysl2 Sparcl1 Kctd12 Prickle1 Ets1 Nfib
LIM_MAMMARY_LUMINAL_MATURE_UP	0.330788804071247	0.493104055005143	0.118287526124085	-0.162292274687614	-1.07821740691384	30	Sgms1 Alcam Gadd45g Il13ra1 Slc7a2 Dusp10 Nsd3 Edem1 Tspan13 Mindy1 Fyco1 Psd4
LIM_MAMMARY_STEM_CELL_DN	0.0309717541345429	0.101518527441002	0.352487857583619	0.136957010388787	1.6860348386991	136	Tnfaip2 Atp6v1e1 Lgals3bp P2rx4 Ptpn6 Ppm1h Tpp1 Syngr1 Pgap2 Shtn1 Pgd Ppfibp2 Stxbp2 Neu1 Snx10 Dera Psmd10 Cib1 Stx8 Prr13 Ift43 Mlph Ctps2 Tcirg1 Ica1 Batf Atp6v0e2 Unc93b1 Nudt1 Tsg101 Plekhg3 Snrnp35 Gipc1 Alkbh6 Mboat2 Capg Dhcr7 Rnf130 Snx15 Zfand2b Pkn1 Erlin2 Mif4gd Paox Rab3ip Serinc3 Rab5b Rrm2b Sorl1 Os9 Lars Rnaseh2a Ralgps1 Plpp2 Ifngr2 Vrk3 Bcl3 Stat6 Ap3s2 Tgm2 Tom1 Gm5617 Akip1 Vill Mta3 Cd14
LIM_MAMMARY_STEM_CELL_UP	0.209722222222222	0.365422381236335	0.108394255853397	0.105462329702708	1.25172229954268	126	Dst Pla2g7 Apoe Itga9 Fabp5 Il1b Rbpms Nrp2 Cryab Aebp1 Fas Slco3a1 Ccnd2 Rab34 Hras Enpp2 Slc6a8 Icam1 Nrcam Hspb2 Cdc42ep2 Pcdh7 Snca Fermt2 Serpinh1 Amotl1 Sorbs1 Cadm1 Pdpn Rhoj
LIN_NPAS4_TARGETS_DN	0.000558228846683093	0.006428909402373	0.477270815362862	-0.424971765800686	-2.31672417222923	20	Ier5 Gadd45g Klf9 Egr2 Etv3 Lmo2 Errfi1 Ier2 Egr1 Ddi2 Arl5b Homer1 Oip5os1 Sertad1 Osgin2 Ybx3 Slc4a7
LIN_NPAS4_TARGETS_UP	0.0855457227138643	0.20314104500151	0.266350657088526	-0.134014729539652	-1.40627590491146	73	Fam107b Lpl Slc8a1 Lnpep Cdk14 Akt3 Chmp4b St6gal1 Cdc42se2 Bsdc1 Itpk1 Hspa1a Bzw2 Stxbp5 Eps15 5031425E22Rik Pfkfb4 Sgk1 Smim14 Arhgef7 Vcpip1 Nans Clmp Slc9a9 Ogfrl1 Cdkn1b Sec61a1 Mllt3 Capn7 Rcan1 Atp2c1 Rbm34 Vps26c Lpgat1 3830406C13Rik Ago2 Naa15 Hs2st1 Pex14 Zdhhc7 Ccng1 Nedd4l Nelfb Tbck Tdg Ginm1 Ap2b1 Dhx40 Dars Ddhd2 Nip7 Gmps Chmp2b Ahi1 Rbbp6 Kif3b Impa1
LI_INDUCED_T_TO_NATURAL_KILLER_DN	0.189852700490998	0.343265931049047	0.126253987849115	0.158877334594791	1.22443904940641	49	Fyb C3 Prkcb Marcks Trim28 Itpr2 Strbp Pld4 Slc29a1 Actn1 Brd3 Rnpepl1 Ttc3 Setd1b Adgre5 Rhno1 Ets2 Sox4 Ets1 Xrcc6
LI_INDUCED_T_TO_NATURAL_KILLER_UP	1.07248313930329e-05	0.000426860892631839	0.593325476396405	-0.176706631402739	-2.89148480920729	177	Spp1 Emp1 Lgals3 Fxyd5 Rbms1 Cd9 Fcgr3 Junb S100a10 Ccr5 Lrp12 Furin S100a6 Cdkn1a Nfil3 S100a11 Gadd45g Rnf19b Ltb4r1 S100a4 Rgs1 Ehd4 Anxa2 Zfp608 Dok2 Bhlhe40 Snx18 Glipr1 Tnf Lrrc8c Gbp2 Ly6a Tubb6 Glipr2 Xbp1 Gvin1 Errfi1 Vim Ahnak Emilin2 Scimp Osm Dusp5 Dennd4a Batf3 Napsa Egr1 Tent5a Tiam1 Sdf2l1 Ccl4 Iqgap2 Ostf1 Havcr2 Dusp6 Tes Lmna Gcnt2 Stx7 Evi2a Gramd1b Stx11 Mindy1 Arl6ip5 Bag3 Plekho2 Trf Fosl2 Prrc1 Glrx
MARKEY_RB1_ACUTE_LOF_DN	2.63468977101358e-07	2.10963373807587e-05	0.674962860011025	-0.193629227631473	-3.1104950927002	170	Srgn Ccl6 Fcgr2b Ccl7 Ccl9 Ifi204 Ccr1 Iqgap1 Fndc3a Ifi203 Plac8 Plin2 App Ccl8 Sat1 Adam8 Pfkp Isg15 Ptprc Fcgr1 Il7r Bhlhe40 Trim30a Ifih1 Lgmn Tap1 Gbp2 Uck2 Lmo2 Cxcl2 Nckap1l Plekho1 Sp100 Apobec1 Xdh Ndrg1 Cacul1 Casp4 Slfn2 Atp6v1b2 Ap3s1 Ifit2 Gbp3 Napsa Ifi47 Rab8b Arnt H2-T23 C3ar1 Ccl4 Mxi1 Psmb9 Ctsh Pcyt1a Egln1 Gbp7 Nampt Anxa4 Mkrn1 Sap30 Gcnt2 B3gnt2 Evi2a Igtp Irf9 Tor3a Socs3 Fermt3 Retreg1 Pnp Glrx Psme2 Ncf2 Psmb8 Ifit1 Daxx Abcg1 Tgfbi Ifitm6
MARKEY_RB1_ACUTE_LOF_UP	0.00410051149107708	0.024782039384055	0.407017918923954	0.172743585617373	2.0135181404469	120	Nav2 Tubb5 Vamp5 Gclm Fas Dstn Crip2 Mki67 Tnrc6a Brca1 Lage3 Cbx5 Lsm4 Anapc5 Sae1 Hmgn1 Smim11 Gsk3a Birc5 Nucks1 Dctpp1 Scoc Smc3 Lsm3 Fbln1 Dnph1 Dnajc9 Ei24 Stmn1 Parp1 Cdk2 Dek Ube2s Anapc11 Luc7l3 Cpsf2 Nap1l1 Prc1 Psip1 Hypk E2f1 Rfc4 Prpf19 Tmpo Gclc Set Trim37 Ppp5c Dohh St3gal4 Banf1 Ipo5 Cdca3 Mcm7 Brip1os Amd1 Tyms Hdac2 Cks1b Dtymk Pola1 Pclaf Ilf3 Mcm3 Naa10 Ylpm1 Slc39a6 Hjurp Pabpc4 Rrm2 Nsmce4a Cks2 Nasp Gmnn Hnrnpr Adsl Ptges3 Rbmx Tardbp Pspc1 Rfc1 Klf10
MARKEY_RB1_CHRONIC_LOF_DN	9.29628977872998e-05	0.00192984089665858	0.538434096309916	0.267308170743078	2.54765913185724	74	Pla2g7 Cfp Apoe Atp6v0b Clec4d Tyrobp Ninj1 Rnf149 Nupr1 Msrb1 Renbp Sqstm1 Syngr1 C1qa C1qc Stab1 Rabac1 Zdhhc14 Slco3a1 C1qb Vav1 Pstpip1 Ccl3 Pld3 Mien1
MARKEY_RB1_CHRONIC_LOF_UP	0.227786752827141	0.386307034673562	0.112843355675562	0.155618941999182	1.18589549013829	47	Pltp Igf2r Sdc1 Nab1 Anapc5 Fam3c Dok1 Cyp51 Dnph1 Dnajc9 Map3k4 Top2a Xrcc1 Stmn1 Cdk2 Trim37 Rfc3 St3gal4 Mcm7 Dnmt1 Zmym4 Mcm2 Sqle Pola1 Slc1a5 Rasa3 Siva1 Hjurp
MARSHALL_VIRAL_INFECTION_RESPONSE_DN	0.0176690104637917	0.0707391454639659	0.352487857583619	-0.341244192786625	-1.7412786287418	17	Ccl9 Pim1 Klf2 Nfkbia Pcna Pdlim1 Gabpb1 Sgk1 Klf3 Stat5b Ly6c2 Cks2 Tob1 Rasa3 Nfkbib Tgif1
MARSON_FOXP3_TARGETS_DN	0.0359595630206401	0.112734747382044	0.321775918075361	-0.219606813296129	-1.51693517488795	33	Btg1 Fam107b Zfp36l2 Rgs2 Malt1 Pde3b Nabp1 Slfn2 Ptpn22 Etf1 Dusp6 Gramd1b Emb Gch1 Rnf19a Foxp1 Rnf4 Cdt1 Bzw1 Stx6 Nolc1 Gadd45b Jak2
MARSON_FOXP3_TARGETS_STIMULATED_UP	0.198660714285714	0.352490893723209	0.14641623786055	-0.262213492764581	-1.24544544589414	15	Anxa1 Cytip Lpxn Eea1 Ptpn22 Adam10 Zfp36l1 Mllt3 Phf6 Kdm2b Jak2 Cdyl2 Tgif1
MARSON_FOXP3_TARGETS_UP	0.00068422705935543	0.00703686728015997	0.477270815362862	-0.255039451394296	-2.26101810042841	51	Crip1 Basp1 S100a10 S100a6 Plin2 S100a4 Mapre2 Cd44 Osbpl9 Snx18 Lrrc8c Swap70 Ly6a Gm2a Cd24a Vim Samhd1 Mbnl2 Tiam1 Hnrnpll Irf8 Rsrp1 Pnp Psmb8 Sh3bgrl Nrip1 Slc9a3r1 Celf2 Ddit4
MARTINEZ_RB1_AND_TP53_TARGETS_DN	0.0327505490294113	0.105195889575845	0.321775918075361	0.10623796061921	1.68592655885713	254	Marcksl1 Dct Apoe Ptgds Vamp8 Myo10 Rhog Wfdc21 Nav2 Atp6v0c Rnf149 Cops9 Pmel Rilpl2 Pdap1 Kmt5a Marcks Flna Snrpg Ubl5 Tecr Man2b1 Zdhhc14 Frmd4b Pgd Hspa8 Tex261 Chd4 Slc44a1 Ccnd2 Sf3b2 Plec Son Pkig Polr2l Rtraf Smarca4 Erc1 Tmcc3 Hras Mki67 Tnrc6a Mgll Meis2 Acsl5 Car6 Scyl1 Snca Strbp Krtcap2 Hmgb1 Faap20 2210016F16Rik Mt2 Cdk2ap1 Hacd4 Nfia Psmc4 Bbip1 Ublcp1 Mt1 Glo1 Usp19 Eftud2 Thrap3 Sox5 Tpr Brd3 Rnaset2b Hmgcs1 Scaf11 Cald1 Mbp Dnph1
MARTINEZ_RB1_AND_TP53_TARGETS_UP	0.453066332916145	0.597514540234116	0.060640400949416	0.0590490492270268	0.996711223280336	289	Saa3 Lyz2 Clec4e Apoc2 Lgals3bp Prdx1 H2-K1 Itga9 Tyrobp Nadk Ctsb Pilra Slc48a1 Tuba4a Actb Ubap2l Il2rg Tspan3 Slc11a2 Snrnp27 S100b S100a8 Esd Cpd Fabp4 Car13 C1qb Ccnd2 Washc2 Laptm4a Sirpa Nubp1 Pttg1 Gsta2 Prr13 Tfrc Ap2a1 Bcap31 Arpp19 Capzb Hcfc1 Mob1a Abcc5 Tcea1 AY036118 Ms4a6d Scd2 H2-D1 Sorbs1 Nr4a1 Serp1 Sptbn1 Lipa Pfkfb3 Nedd4 Rxra Glo1 Bicd2 Prkce Lman1 Tmem234 Dnpep Parp3 Srek1ip1 Scoc Hsd17b11 Add1 Itgav Fbln1 Ctr9
MARTINEZ_RB1_TARGETS_DN	0.00267583320277832	0.0179617306605659	0.431707695803346	0.130590297615484	2.00551277578498	234	Saa3 Marcksl1 Dct Clec4e Apoe Ptgds Myo10 Prdx1 Wfdc21 Tyrobp Atp6v0c Nadk Rnf149 Cops9 Rilpl2 Pilra Tuba4a Kmt5a Marcks Flna Tspan3 Snrnp27 S100b S100a8 Esd Zdhhc14 Pgd Hspa8 Tex261 Slc44a1 Son Pkig Polr2l Rtraf Sirpa Hras Pttg1 Tnrc6a Mgll Gsta2 Meis2 Prr13 Car6 Scyl1 Ap2a1 Capzb Ms4a6d Faap20 H2-D1 Cdk2ap1 Hacd4 Nfia Lipa Pfkfb3 Psmc4 Bbip1 Glo1 Bicd2 Usp19 Eftud2 Prkce Brd3 Dnpep Parp3 Rnaset2b Hsd17b11 Hmgcs1 Itgav Mbp Pom121 Dctn4 Plod2 B2m Dap Mta1 Pcbp2 Sox11 Slc7a5 Aqr Tmem222 Npepl1 Os9 Mtrex Nfib Itga4 1500011B03Rik Selenof Gclc Set Sort1 Pip5k1a Retreg3 Thra Eif3e Cnot4 Clns1a Supt6 Lyar Tor2a Snx17 Pip4k2a Rcc2 Canx Zmym4 Psmf1 Dus1l Tmed9 Ppib Lxn Acyp1 Srek1 Polr2a Igfbp4 Ilf3 Pigu Rxylt1 Kdm5b Calr Slc1a5 9530068E07Rik Rhou Dhx40 Siva1 Fnta Slc39a6 Ap2b1 Ginm1 Tmem109 Map4 Npm3 Dstyk Fbxw8 Numa1 Ints9 Mfap3 Upp1 Aars Smarcd2 Pea15a Mrtfa Txndc12 Cct6a Tardbp Atp11a Gtf2b Impact Slc39a14
MARTINEZ_RB1_TARGETS_UP	0.291718170580964	0.454188985029529	0.0822054920415869	0.0658176062964117	1.14906555630713	325	Lyz2 Apoc2 Vamp8 Lgals3bp H2-K1 Rhog Nav2 Itga9 Pmel Ctsb Pdap1 Slc48a1 Actb Ubap2l Il2rg Snrpg Ubl5 Tecr Slc11a2 Man2b1 Cpd Fabp4 Frmd4b Car13 Pgd C1qb Chd4 Ccnd2 Sf3b2 Plec Washc2 Pkig Laptm4a Sirpa Nubp1 Smarca4 Erc1 Tmcc3 Mki67 Mgll Acsl5 Tfrc Snca Bcap31 Arpp19 Capzb Hcfc1 Mob1a Strbp Abcc5 Tcea1 Krtcap2 AY036118 Scd2 Hmgb1 H2-D1 2210016F16Rik Sorbs1 Mt2 Nr4a1 Serp1 Sptbn1 Pfkfb3 Nedd4 Rxra Ublcp1 Mt1 Glo1 Thrap3 Sox5 Tpr Lman1 Tmem234 Srek1ip1 Scoc Add1 Scaf11 Itgav Fbln1 Cald1 Ctr9 Dnph1
MARTINEZ_TP53_TARGETS_DN	0.00302376926312589	0.0195933256876539	0.431707695803346	0.123630499169042	2.00439633233968	264	Marcksl1 Dct Apoe Ptgds Vamp8 Lgals3bp Myo10 H2-K1 Rhog Wfdc21 Nav2 Atp6v0c Rnf149 Cops9 Pmel Ctsb Pdap1 Tuba4a Kmt5a Marcks Flna Snrpg Ubl5 Tecr Man2b1 Zdhhc14 Fabp4 Frmd4b Pgd Hspa8 Tex261 Chd4 Slc44a1 Ccnd2 Sf3b2 Plec Son Pkig Polr2l Rtraf Smarca4 Erc1 Tmcc3 Hras Mki67 Tnrc6a Mgll Meis2 Acsl5 Car6 Scyl1 Snca Strbp Krtcap2 Hmgb1 Faap20 H2-D1 2210016F16Rik Mt2 Cdk2ap1 Hacd4 Nfia Pfkfb3 Psmc4 Bbip1 Ublcp1 Mt1 Usp19 Eftud2 Thrap3 Sox5 Tpr Brd3 Parp3 Rnaset2b Hsd17b11 Hmgcs1 Scaf11 Cald1 Mbp Dnph1
MARTINEZ_TP53_TARGETS_UP	0.70875	0.790645816264738	0.0399218624292714	0.0475464573550449	0.796269001287381	282	Saa3 Lyz2 Clec4e Apoc2 Prdx1 Itga9 Tyrobp Nadk Rilpl2 Pilra Slc48a1 Actb Ubap2l Il2rg Tspan3 Slc11a2 Snrnp27 S100b S100a8 Esd Cpd Car13 C1qb Ccnd2 Washc2 Laptm4a Sirpa Nubp1 Pttg1 Gsta2 Prr13 Tfrc Ap2a1 Bcap31 Arpp19 Capzb Hcfc1 Mob1a Abcc5 Tcea1 AY036118 Ms4a6d Scd2 H2-D1 Sorbs1 Nr4a1 Serp1 Sptbn1 Lipa Pfkfb3 Nedd4 Rxra Glo1 Bicd2 Prkce Lman1 Tmem234 Dnpep Srek1ip1 Scoc Add1 Itgav Fbln1 Ctr9 Hbp1 Inppl1 Dctn4 B2m Cenpb Sox4 Sox11 Papola Sec61a2 Serinc3 Nap1l1 Hdlbp Hacd3 Tmem222 Os9 Itga4 1500011B03Rik Pon3 Selenof Acbd3 Set Sort1 Dnajb1 Pip5k1a Cnot4 Caprin1 Clns1a Snx17 Pnpla2 Tmem106b Eif4h Eloc Pip4k2a Akr1b8 Pitpnb Ncf1 Arl5a Eif4g1 Cars Zmym4 Man1a2 Psmf1 Zfp445 Tmed9 Lgals1 Rabgap1 Rrm1 Lxn Acyp1 Srek1 Srpk1 Zfp106 Nlk Ilf3 Rxylt1 Dram1 Fgfr2 Rpa1 Mcm6 Lcp1 Fuca1 9530068E07Rik Arhgap1 Tubgcp2 Babam2 Chd9 Dhx40 Cfl2 Fnta Ap2b1 Ginm1 Spin1 Tmem109 Npm3 Dgcr2 Fbxw8 Mgat2
MARTIN_NFKB_TARGETS_UP	0.145089285714286	0.287831529677194	0.173747838999571	-0.283354798184814	-1.3458611120686	15	Ccl2 Spp1 Ccl7 Nfkbiz Casp4 Vegfa Dusp6 Cxcl1
MARTORIATI_MDM4_TARGETS_FETAL_LIVER_DN	0.00631369892016338	0.0341915772439766	0.407017918923954	-0.0873356296574138	-1.92949943758488	312	Lpp Alcam Fbxw11 Basp1 Atp2b1 Pim1 Snx5 Zfp36l2 Epb41l2 Snx2 Zfand5 Lpl Il6st Clcn5 Cul3 Ythdf3 Mef2a Exoc5 Tent5c Ctsc Vcl Arid4b Tmx4 Tcf4 Pnisr Ilrun Rock2 Lemd3 Edem1 Olfm1 Sec24b Atp8a1 Kpna3 Erbin Pik3r1 Mbnl2 Fem1b Utrn Arnt Usp16 Phf20l1 Gnai3 Rbm25 Pcyt1a Lpar1 Pdia6 Wdr26 Ssr1 Cnot6l Ckap4 Bclaf1 Mapk1ip1l Rnf38 Scyl2 Sec63 Kif1b Cept1 Actr2 Ccnt2 Ugcg Adam10 Ssr3 Gpbp1 Chp1 Pten Cubn Tmem248 Rsrc2 Snx1 Ubxn4 Sec23a Lrrc58 Ddx17 Cnot7 Anp32e Rcbtb2 Prpf38b Fubp1 Cdc27 Add3 Lasp1 Mdm4 Safb2 Tpm4 Ivns1abp Atp11c Ing3 Sfpq Efhd2 Otud4 Ogfrl1 Naa50 Gna12 Mapre1 Sgpl1 Ensa Rab22a Ufd1 Foxp1 Agps Klf3 Col1a2 Hnrnph3 Nfatc3 Cbl Tcf7l2 Cop1 Kat2b Mark2 Ppp4r1 Actr1b Gtf3c2 Prkar2a Srpr Ccser2 Usp22 Tbl1x Eprs Maco1 Rmnd5a Sh3glb1 Celf1 Nup205 Mia3 Ap1g1 Smarca5 Ykt6 Cttnbp2nl Ago2 Tnpo3 Agap3 Odf2 Ppfia1 Nfyc Hipk3 Atxn7l3b Psap Hnrnpa1 Tia1 Cyth3 Cand1 Fyttd1 Ctdsp2 Kin Fam168b Gng2 Nolc1 Rab7 Zmynd11 Arl8b Nudt4 Msl1 Slc39a10 Pja2 Tgoln1 Zfp148 Sfswap Trak2 Zkscan1 Mknk2 Brd8 Supt16 Clic1 Fam172a Ppm1b Pofut2 Irf2bpl Arf3 Atic Lin7c Arhgap5 Ppig Magt1 Mllt10 Dhx9 Smc1a Rbm28 Xiap Fbxw8 Hp1bp3 Stk3 Dgcr2 Nufip2 Mettl16 Lrrc59 Ncl Rwdd4a Spin1 Pole3 Ufm1 Pknox1 Cntrl Glyr1 Pafah1b2 Prpf40a Stau1 Kctd20 Polr3c Lcp1 Atf7ip Fgfr2 Ppp6r1 Umps Matr3 Zfp106 Pola1 Enah Nemf Slc12a7 Trpc4ap Ddx21 Nras Srek1 Shc1 Baz1b Tmem33 Pphln1 Ccar1 Eif4g1 Dhx29 Mtdh Amd1 Pitpnb Pank3 Rcc2 Slc38a2 Nono Srsf1 Prkar2b Gtf2f1 Utp3 Suz12 Rbm5 Bag6 Usp48 Tnfaip1 Mapkapk2 Prpf19 Spg20 Incenp Ankrd28 Maf Ywhag Rnf2 Tgfbr1 Hacd3 Prpf6 Sec62 Rtf1 Prc1 Hmox1 Ets1 Hdlbp Stambp Rnf220 Tbc1d2b Papola Acp1 Sox4 Epha3 Pbx3 Rbfox2 Faf1
MARTORIATI_MDM4_TARGETS_FETAL_LIVER_UP	0.646103896103896	0.742092692143922	0.0916795246008379	-0.067765157878195	-0.848103474782164	106	Hilpda Cdkn1a Pfkp Mdm2 Btg2 Bhlhe40 Luc7l2 Egln3 Tap1 Lrrfip1 Ankrd37 Phlda1 Kdm7a Map3k20 Dapk1 Arap2 Ndrg1 Rap2a Glul Arrdc3 Egln1 Rnf169 Nampt Sap30 Gbe1 Plekha2 Pgk1 2900060B14Rik
MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_DN	0.0560816276225151	0.150233871722556	0.321775918075361	-0.197471108189784	-1.578994611804	43	Mrc1 Cd53 St8sia4 Fos Xist F13a1 Ly86 Hdac9 Ednrb Ctsc Fyn Dach1 Fgd4 Rnh1 Zranb1 2900060B14Rik Stx3 Parp9 Cx3cr1 Mdm4 Spast Kat2b Rufy3 1810037I17Rik Trp53inp2 Arcn1 Sgk3 Insig1 Pea15a Zbtb18 Irf2bpl Pknox1 Cfl2
MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_UP	0.0205910257246041	0.0779815535043285	0.352487857583619	-0.157636260039801	-1.73282646456512	81	Lpp Cdk6 S100a10 Cdkn1a Plk2 Pfkp Vcan Bhlhe40 Egln3 Tap1 Lrrfip1 Gpi1 Ankrd37 Nav1 Map3k20 Dapk1 Arap2 Lnpep Slc2a1 Dusp5 Vegfa Arrdc3 Egln1 Rnf169 Id1 Piezo1
MATSUDA_NATURAL_KILLER_DIFFERENTIATION	0.00365102226283724	0.0228647818806735	0.431707695803346	0.13289885052969	2.01015677239427	226	Lyz2 Ccl5 Cd38 Marcksl1 Dst Ifitm2 Prxl2b Atp13a2 Igkc Limd2 Slc13a3 Ctsd Zc3h12c Il1b Hexa Aldoa Plbd2 Mpeg1 AW112010 Ptprj St13 Cd302 Actb Flna Myo1e Edf1 Tpi1 Coro1a Fkbp4 Sars Cpd Slamf7 Frmd4b Id3 Hnrnpab Chd4 Sox6 Mertk Pfdn6 Aip Phf21a Tulp3 Enpp2 Cct7 Plagl1 Aarsd1 Tfrc Twf1 Phgdh AY036118 Ms4a6d Scd2 Pkm Ica1 Cadm1 Nhp2 Myo1f Wwc2 Upf1 Psmc4
MATZUK_SPERMATOCYTE	0.3925	0.551311071932764	0.105920292736253	-0.185125487168334	-1.0636015285274	23	Bcl6 Tex14 Rara Fus Lmna Siah1a Cnot7 Ubr2 Ip6k1 Ube2b Ybx3 Ubb Stx2 Btrc Bsg Cks2 Pafah1b2
MATZUK_SPERMATOZOA	0.0636215334420881	0.164710713599494	0.227987202850442	0.231935627307702	1.53678407524177	33	Pltp Selenop Tsn Pebp1 Taldo1 Cib1 Strbp Cadm1 Smpd1 Prkar1a Aff4 Gamt Crem Cenpb Tgfb1
MA_MYELOID_DIFFERENTIATION_DN	0.0119277531077824	0.0547654557646026	0.380730400722792	-0.329842845802181	-1.88411641591214	22	Ccl2 Rbpj Fos Zfand5 Xbp1 Hbegf Ptpn22 Gna13 Cited2 Eif2ak2 Kif1b Fosl2 Smad4
MA_MYELOID_DIFFERENTIATION_UP	0.0415529563348055	0.123556668571133	0.321775918075361	0.270076237556644	1.5960689392229	26	Emp3 Ppia Vasp C1qa Dad1 Cct5 Creg1 Eef1a1 Spen Mt1 Ppm1g
MA_RAT_AGING_DN	0.000233001765869491	0.00356317133395331	0.518848077743792	0.270704574480683	2.47654434356816	68	Pltp Ptms Lamp1 Prdx1 Selenow Timp2 Hexa Dnaja1 Tmem176b Flna Hsph1 Tuba1a Dynll1 Fabp4 Dstn Id3 Bst2 C1qb Hspa8 Pfn1 Map1lc3a Hspb1 Tpm1 Serpinh1 Ptov1
MA_RAT_AGING_UP	0.0160548933508073	0.0669994286063383	0.352487857583619	0.221354336478687	1.82024527034548	55	Lyz2 Slpi Hp Fcer1g Il1b Tyrobp Eef2 Gpnmb Tmem176a S100a8 Rack1 Mcemp1 Ppt1 Ccl3 Eef1a1 H2-D1 Mt2 Mt1 Dclk1 H2-Q6
